,Player,Span,Mat,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff,Unnamed: 14
1034,CA Soper (PNG),2016-2019,20,265,39,17.66,0,25,6/41,29.32,1,5,0,-11.65,
1035,Tanwir Afzal (HKG),2014-2018,20,292,73,18.25,0,19,3/20,31.63,0,3,0,-13.38,
1036,O Thomas (WI),2018-2020,20,13,6*,2.6,0,27,5/21,32.07,1,0,0,-29.47,
1037,SR Thompson (IRE),2013-2017,20,228,39,16.28,0,12,2/17,40.83,0,8,0,-24.54,
1038,PCR Tufnell (ENG),1990-1997,20,15,5*,15.0,0,19,4/22,36.78,0,4,0,-21.78,
1039,MRJ Veletta (AUS),1987-1989,20,484,68*,32.26,0,-,-,-,-,8,0,-,
1040,SR Waters (KENYA),2008-2011,20,419,74,20.95,0,0,-,-,0,5,0,-,
1041,CM Wright (SCOT),2006-2009,20,240,37,16.0,0,29,4/29,22.86,0,1,0,-6.86,
1042,Aizaz Khan (HKG),2014-2018,19,260,44,20.0,0,16,2/26,42.50,0,3,0,-22.49,
1043,Athar Ali Khan (BDESH),1988-1998,19,532,82,29.55,0,6,2/33,60.83,0,2,0,-31.27,
1044,HK Bennett (NZ),2010-2020,19,10,4*,5.0,0,33,4/16,24.84,0,3,0,-19.84,
1045,IS Billcliff (CAN),2003-2009,19,529,93,27.84,0,-,-,-,-,7,0,-,
1046,DAJ Bracewell (NZ),2011-2019,19,158,57,15.8,0,23,4/55,34.69,0,3,0,-18.89,
1047,DT Christian (AUS),2012-2014,19,273,39,21.0,0,20,5/31,29.75,1,10,0,-8.74,
1048,CEH Croft (WI),1977-1981,19,18,8,9.0,0,30,6/15,20.66,1,1,0,-11.66,
1049,V Dahiya (INDIA),2000-2001,19,216,51,16.61,0,-,-,-,-,19,5,-,
1050,AC Dawson (SA),1998-2004,19,69,23*,23.0,0,21,4/49,34.04,0,2,0,-11.04,
1051,RMS Eranga (SL),2011-2016,19,34,12*,11.33,0,21,3/46,32.66,0,5,0,-21.33,
1052,KD Ghavri (INDIA),1975-1981,19,114,20,11.4,0,15,3/40,47.20,0,2,0,-35.79,
1053,SR Gillespie (NZ),1986-1988,19,70,18*,11.66,0,23,4/30,32.00,0,7,0,-20.33,
1054,R Gunasekera (CAN),2008-2014,19,455,72,23.94,0,-,-,-,-,7,0,-,
1055,AG Huckle (ZIM),1997-1999,19,9,5*,2.25,0,7,2/27,94.42,0,7,0,-92.17,
1056,KAD Hurdle (BMUDA),2006-2007,19,85,22,10.62,0,23,3/24,36.13,0,7,0,-25.50,
1057,SHU Karnain (SL),1984-1990,19,229,41*,19.08,0,16,5/26,31.56,1,1,0,-12.47,
1058,AJ McKay (NZ),2010-2012,19,12,4*,4.0,0,27,4/53,29.62,0,3,0,-25.62,
1059,Mohsin Kamal (PAK),1984-1989,19,27,11*,9.0,0,21,4/47,36.19,0,4,0,-27.19,
1060,JD Nel (SCOT),2006-2010,19,31,11*,15.5,0,14,4/25,46.35,0,3,0,-30.85,
1061,PA Nixon (ENG),2007-2007,19,297,49,21.21,0,-,-,-,-,20,3,-,
1062,J Nyumbu (ZIM),2014-2015,19,46,18,4.6,0,17,3/42,43.41,0,7,0,-38.81,
1063,KMA Paul (WI),2018-2020,19,214,46,23.77,0,23,3/44,38.30,0,10,0,-14.52,
1064,PDRL Perera (SL),1999-2007,19,8,4*,1.6,0,19,3/23,43.15,0,2,0,-41.55,
1065,AD Poynter (IRE),2008-2014,19,255,78,19.61,0,-,-,-,-,9,0,-,
1066,DJ Reekers (NL),2006-2009,19,481,104,25.31,1,13,3/54,33.53,0,7,0,-8.22,
1067,Sadiq Mohammad (PAK),1973-1980,19,383,74,21.27,0,2,2/20,13.00,0,5,0,8.27,
1068,Shaheen Shah Afridi (PAK),2018-2019,19,42,19*,21.0,0,40,6/35,21.17,1,2,0,-0.17,
1069,V Yadav (INDIA),1992-1994,19,118,34*,11.8,0,-,-,-,-,12,7,-,
1070,Zahid Fazal (PAK),1990-1994,19,348,98*,23.2,0,-,-,-,-,2,0,-,
1071,Adnan Mufti (UAE),2017-2018,18,330,57*,27.5,0,-,-,-,-,4,0,-,
1072,DL Amiss (ENG),1972-1977,18,859,137,47.72,4,-,-,-,-,2,0,-,
1073,Anshuman Rath (HKG),2014-2018,18,828,143*,51.75,1,14,3/22,11.92,0,5,0,39.82,
1074,Asif Ali (PAK),2018-2019,18,361,52,27.76,0,0,-,-,0,5,0,-,
1075,JT Ball (ENG),2016-2018,18,38,28,9.5,0,21,5/51,46.66,1,5,0,-37.16,
1076,RP Burl (ZIM),2017-2019,18,243,53,20.25,0,7,4/32,29.57,0,8,0,-9.32,
1077,S Chattergoon (WI),2006-2009,18,370,54*,24.66,0,1,1/1,48.00,0,6,0,-23.33,
1078,TS Chisoro (ZIM),2015-2018,18,134,42*,14.88,0,20,3/16,27.80,0,6,0,-12.91,
1079,MD Dai (PNG),2014-2018,18,454,76*,28.37,0,18,3/58,37.50,0,8,0,-9.12,
1080,WW Daniel (WI),1978-1984,18,49,16*,49.0,0,23,3/27,25.86,0,5,0,23.13,
1081,Danish Kaneria (PAK),2001-2007,18,12,6*,6.0,0,15,3/31,45.53,0,2,0,-39.53,
1082,WM Darling (AUS),1978-1982,18,363,74,21.35,0,-,-,-,-,6,0,-,
1083,Faisal Iqbal (PAK),2000-2006,18,314,100*,22.42,1,0,-,-,0,3,0,-,
1084,WIA Fernando (SL),2016-2020,18,653,127,36.27,2,-,-,-,-,6,0,-,
1085,IJ Gould (ENG),1983-1983,18,155,42,12.91,0,-,-,-,-,15,3,-,
1086,ND Hirwani (INDIA),1988-1992,18,8,4,2.0,0,23,4/43,31.26,0,2,0,-29.26,
1087,PJC Hoffmann (SCOT),2006-2007,18,85,31,7.72,0,16,3/22,34.68,0,5,0,-26.96,
1088,SS Iyer (INDIA),2017-2020,18,748,103,49.86,1,0,-,-,0,8,0,-,
1089,CL King (WI),1976-1980,18,280,86,23.33,0,11,4/23,48.09,0,6,0,-24.75,
1090,Mehrab Hossain (BDESH),1998-2003,18,449,101,24.94,1,0,-,-,0,6,0,-,
1091,Mehrab Hossain jnr (BDESH),2006-2009,18,276,54,17.25,0,4,2/30,53.50,0,7,0,-36.24,
1092,JFM Morrison (NZ),1975-1983,18,252,55,21.0,0,8,3/24,24.87,0,6,0,-3.87,
1093,B Muzarabani (ZIM),2018-2018,18,16,7,2.0,0,18,4/47,40.72,0,7,0,-38.72,
1094,PP Ojha (INDIA),2008-2012,18,46,16*,23.0,0,21,4/38,31.04,0,7,0,-8.04,
1095,SS Pathirana (SL),2015-2017,18,332,56,25.53,0,15,3/37,48.00,0,4,0,-22.46,
1096,MW Priest (NZ),1990-1998,18,103,24,10.3,0,8,2/27,73.75,0,2,0,-63.44,
1097,MR Ramprakash (ENG),1991-2001,18,376,51,26.85,0,4,3/28,27.00,0,8,0,-0.14,
1098,HP Rinke (ZIM),2006-2006,18,317,72,17.61,0,8,2/11,34.12,0,0,0,-16.51,
1099,Simi Singh (IRE),2017-2020,18,242,45,15.12,0,18,3/15,27.72,0,10,0,-12.59,
1100,RS Sodhi (INDIA),2000-2002,18,280,67,25.45,0,5,2/31,73.00,0,9,0,-47.54,
1101,I Udana (SL),2012-2020,18,190,78,15.83,0,16,3/82,50.62,0,5,0,-34.79,
1102,AV Vadher (KENYA),1997-1999,18,278,73*,27.8,0,-,-,-,-,6,0,-,
1103,JTC Vaughan (NZ),1992-1996,18,162,33,18.0,0,15,4/33,34.93,0,4,0,-16.93,
1104,Afsar Zazai (AFG),2014-2017,17,264,60,17.6,0,-,-,-,-,20,2,-,
1105,Amjad Ali (UAE),2008-2015,17,520,98,30.58,0,-,-,-,-,11,1,-,
1106,JO Angara (KENYA),1997-2003,17,23,6,3.83,0,14,3/30,40.64,0,2,0,-36.80,
1107,AF Buurman (NL),2007-2011,17,140,34,15.55,0,-,-,-,-,17,3,-,
1108,Chirag Suri (UAE),2018-2020,17,355,67,20.88,0,-,-,-,-,3,0,-,
1109,GR Codrington (CAN),2006-2007,17,235,45*,19.58,0,16,4/33,36.06,0,6,0,-16.47,
1110,TCB Fernando (SL),2001-2003,17,29,14*,7.25,0,15,5/67,39.06,1,3,0,-31.81,
1111,WS Jayantha (SL),2004-2004,17,400,74*,26.66,0,0,-,-,0,5,0,-,
1112,AR Kapoor (INDIA),1995-2000,17,43,19,7.16,0,8,2/33,76.50,0,1,0,-69.33,
1113,H Klaasen (SA),2018-2020,17,493,123*,41.08,1,0,-,-,0,17,3,-,
1114,PE McEwan (NZ),1980-1985,17,204,41,13.6,0,6,2/29,58.83,0,1,0,-45.23,
1115,NC McGarrell (WI),1998-2001,17,60,19,7.5,0,15,3/32,45.40,0,9,0,-37.89,
1116,WP Masakadza (ZIM),2015-2018,17,53,15,5.88,0,21,4/21,34.95,0,4,0,-29.06,
1117,F Mutizwa (ZIM),2009-2011,17,403,79,31.0,0,-,-,-,-,9,2,-,
1118,JO Ngoche (KENYA),2010-2013,17,35,21*,5.0,0,20,3/18,28.45,0,6,0,-23.44,
1119,MSK Prasad (INDIA),1998-1999,17,131,63,14.55,0,-,-,-,-,14,7,-,
1120,MW Pringle (SA),1992-1994,17,48,13*,9.6,0,22,4/11,27.45,0,2,0,-17.85,
1121,Qaiser Ali (CAN),2006-2008,17,244,70,15.25,0,5,3/28,26.40,0,5,0,-11.14,
1122,Shahid Nazir (PAK),1996-2000,17,25,8,25.0,0,19,3/14,34.15,0,4,0,-9.15,
1123,Sharafuddin Ashraf (AFG),2014-2019,17,66,21,9.42,0,13,3/29,43.00,0,5,0,-33.57,
1124,Sohrawordi Shuvo (BDESH),2010-2011,17,98,20*,14.0,0,14,3/14,40.85,0,9,0,-26.85,
1125,Usman Shinwari (PAK),2017-2019,17,6,6,2.0,0,34,5/34,18.61,2,3,0,-16.61,
1126,MN van Wyk (SA),2003-2015,17,425,82,26.56,0,-,-,-,-,10,1,-,
1127,M Vijay (INDIA),2010-2015,17,339,72,21.18,0,1,1/19,37.00,0,9,0,-15.81,
1128,MHN Walker (AUS),1974-1981,17,79,20,9.87,0,20,4/19,27.30,0,6,0,-17.42,
1129,DM Wellham (AUS),1981-1987,17,379,97,25.26,0,-,-,-,-,8,0,-,
1130,Zahoor Khan (UAE),2017-2019,17,52,16,5.77,0,31,6/34,22.67,1,3,0,-16.89,
1131,Zakir Khan (PAK),1984-1990,17,27,11*,27.0,0,16,4/19,30.87,0,0,0,-3.87,
1132,Arafat Sunny (BDESH),2014-2015,16,48,15,12.0,0,24,4/27,25.00,0,5,0,-12.99,
1133,Ashfaq Ahmed (UAE),2018-2019,16,344,92,21.5,0,4,2/55,46.25,0,6,0,-24.74,
1134,Ashraf Ali (PAK),1980-1985,16,69,19*,17.25,0,-,-,-,-,17,3,-,
1135,GS Ballance (ENG),2013-2015,16,297,79,21.21,0,-,-,-,-,8,0,-,
1136,AD Brown (ENG),1996-2001,16,354,118,22.12,1,0,-,-,0,6,0,-,
1137,DG Brownlie (NZ),2012-2017,16,361,63,25.78,0,-,-,-,-,6,0,-,
1138,IM Chappell (AUS),1971-1980,16,673,86,48.07,0,2,2/14,11.50,0,5,0,36.57,
1139,FRJ Coleman (SCOT),2013-2015,16,211,70,15.07,0,-,-,-,-,8,0,-,
1140,PB Dassanayake (SL),1993-1994,16,85,20*,10.62,0,-,-,-,-,9,4,-,
1141,JL Denly (ENG),2009-2020,16,446,87,34.3,0,1,1/24,101.00,0,7,0,-66.69,
1142,KA Edwards (WI),2011-2014,16,331,123*,23.64,1,-,-,-,-,2,0,-,
1143,G Goudie (SCOT),2008-2013,16,80,23,10.0,0,23,5/73,27.08,1,7,0,-17.08,
1144,BR Hartland (NZ),1992-1994,16,311,68*,20.73,0,-,-,-,-,5,0,-,
1145,Harvinder Singh (INDIA),1997-2001,16,6,3*,1.5,0,24,3/44,25.37,0,6,0,-23.87,
1146,Hasan Raza (PAK),1996-1999,16,242,77,18.61,0,-,-,-,-,1,0,-,
1147,Hazratullah Zazai (AFG),2018-2019,16,361,67,22.56,0,-,-,-,-,3,0,-,
1148,TG Hogan (AUS),1983-1984,16,72,27,9.0,0,23,4/33,24.95,0,10,0,-15.95,
1149,Ihsanullah (AFG),2017-2018,16,307,57*,21.92,0,-,-,-,-,10,0,-,
1150,PW Jarvis (ENG),1988-1993,16,31,16*,5.16,0,24,5/35,28.00,1,1,0,-22.83,
1151,MBS Jonkman (NL),2006-2010,16,59,16,11.8,0,24,3/24,23.54,0,1,0,-11.74,
1152,Khurram Khan (UAE),2004-2015,16,582,132*,41.57,1,12,4/32,36.00,0,6,0,5.57,
1153,CM Kuggeleijn (NZ),1988-1989,16,142,40,15.77,0,12,2/31,50.33,0,9,0,-34.55,
1154,NR Kumar (CAN),2010-2014,16,217,38,15.5,0,2,2/40,31.50,0,7,0,-15.99,
1155,DK Liyanage (SL),1992-2001,16,144,43,16.0,0,10,3/49,51.00,0,6,0,-34.99,
1156,KH MacLeay (AUS),1983-1987,16,139,41,12.63,0,15,6/39,41.73,1,2,0,-29.09,
1157,EB McSweeney (NZ),1986-1987,16,73,18*,8.11,0,-,-,-,-,14,3,-,
1158,SW Masakadza (ZIM),2010-2014,16,170,45*,21.25,0,25,4/46,35.64,0,7,0,-14.38,
1159,Nafees Iqbal (BDESH),2003-2005,16,309,58,19.31,0,-,-,-,-,2,0,-,
1160,Nasir Jamal (AFG),2014-2018,16,352,53,27.07,0,0,-,-,0,4,0,-,
1161,RR Pant (INDIA),2018-2020,16,374,71,26.71,0,-,-,-,-,8,1,-,
1162,L Sivaramakrishnan (INDIA),1985-1987,16,5,2*,2.5,0,15,3/35,35.86,0,7,0,-33.36,
1163,Umar Amin (PAK),2010-2018,16,271,59,18.06,0,0,-,-,0,6,0,-,
1164,Y Venugopal Rao (INDIA),2005-2006,16,218,61*,24.22,0,-,-,-,-,6,0,-,
1165,Zulqarnain (PAK),1985-1989,16,18,11*,6.0,0,-,-,-,-,18,5,-,
1166,Al-Amin Hossain (BDESH),2014-2020,15,4,2*,2.0,0,22,4/51,27.63,0,1,0,-25.63,
1167,CJA Amini (PNG),2014-2019,15,296,61*,21.14,0,15,4/27,37.33,0,9,0,-16.19,
1168,Amjad Javed (UAE),2008-2017,15,239,56,19.91,0,9,3/60,67.55,0,8,0,-47.63,
1169,Anil Dalpat (PAK),1984-1986,15,87,37,12.42,0,-,-,-,-,13,2,-,
1170,Azeem Hafeez (PAK),1983-1985,15,45,15,15.0,0,15,4/22,39.06,0,3,0,-24.06,
1171,SB Bangar (INDIA),2002-2004,15,180,57*,13.84,0,7,2/39,54.85,0,4,0,-41.01,
1172,SW Billings (ENG),2015-2018,15,271,62,22.58,0,-,-,-,-,13,0,-,
1173,JP Bray (IRE),2006-2007,15,401,116,28.64,2,-,-,-,-,6,0,-,
1174,HR Bryan (WI),1999-1999,15,43,11,7.16,0,12,4/24,43.16,0,4,0,-35.99,
1175,RO Collinge (NZ),1973-1978,15,34,9,5.66,0,18,5/23,26.61,1,1,0,-20.94,
1176,SI de Saram (SL),1999-2001,15,183,38,16.63,0,-,-,-,-,9,0,-,
1177,PWH de Silva (SL),2017-2020,15,190,42*,19.0,0,17,3/15,32.17,0,5,0,-13.17,
1178,DR Doshi (INDIA),1980-1982,15,9,5*,3.0,0,22,4/30,23.81,0,3,0,-20.81,
1179,G Dymock (AUS),1974-1980,15,35,14*,11.66,0,15,2/21,27.46,0,1,0,-15.79,
1180,Ehsan Khan (HKG),2016-2018,15,102,27*,11.33,0,29,4/33,20.48,0,3,0,-9.14,
1181,AM Ellis (NZ),2012-2013,15,154,33,14.0,0,12,2/22,35.41,0,3,0,-21.41,
1182,PJ Forrest (AUS),2012-2012,15,368,104,26.28,1,-,-,-,-,4,0,-,
1183,AD Gaekwad (INDIA),1975-1987,15,269,78*,20.69,0,1,1/39,39.00,0,6,0,-18.30,
1184,OD Gibson (WI),1995-1997,15,141,52,14.1,0,34,5/40,18.26,2,3,0,-4.16,
1185,Iqbal Qasim (PAK),1977-1988,15,39,13,6.5,0,12,3/13,41.66,0,3,0,-35.16,
1186,RD Jackman (ENG),1974-1983,15,54,14,6.75,0,19,3/41,31.47,0,4,0,-24.72,
1187,GA Lamb (ZIM),2010-2011,15,197,37,17.9,0,12,3/45,38.91,0,0,0,-21.00,
1188,Mohammad Nawaz (3) (PAK),2016-2019,15,199,53,22.11,0,17,4/42,35.70,0,5,0,-13.59,
1189,TK Musakanda (ZIM),2016-2018,15,304,60,21.71,0,0,-,-,0,11,0,-,
1190,JL Pattinson (AUS),2011-2015,15,42,13,10.5,0,16,4/51,42.56,0,3,0,-32.06,
1191,Rameez Shahzad (UAE),2016-2018,15,691,121*,53.15,2,0,-,-,0,6,0,-,
1192,BG Rogers (ZIM),2002-2005,15,478,84,31.86,0,6,2/55,53.50,0,7,0,-21.63,
1193,KT Sandher (CAN),2006-2007,15,35,12,5.83,0,18,3/24,31.61,0,1,0,-25.77,
1194,WF Stelling (NL),2006-2007,15,180,44,30.0,0,22,3/12,25.77,0,7,0,4.22,
